date_rev,Product ID,Product Name,Date,Customer Order Quantity,Dispatched Quantity,Year,Month ,Day,first_week_day
2/1/22,000161032,Material_4,01.02.2022,2,4,2022,2,1,1/31/22
2/1/23,000161032,Material_4,01.02.2023,60,68,2023,2,1,1/30/23
2/1/24,000161032,Material_4,01.02.2024,20,23,2024,2,1,1/29/24
3/1/22,000161032,Material_4,01.03.2022,53,0,2022,3,1,2/28/22
3/1/23,000161032,Material_4,01.03.2023,99,33,2023,3,1,2/27/23
3/1/24,000161032,Material_4,01.03.2024,150,0,2024,3,1,2/26/24
4/1/22,000161032,Material_4,01.04.2022,27,27,2022,4,1,3/28/22
4/1/23,000161032,Material_4,01.04.2023,23,115,2023,4,1,3/27/23
4/1/24,000161032,Material_4,01.04.2024,80,40,2024,4,1,4/1/24
6/1/22,000161032,Material_4,01.06.2022,4,27,2022,6,1,5/30/22
6/1/23,000161032,Material_4,01.06.2023,20,13,2023,6,1,5/29/23
7/1/22,000161032,Material_4,01.07.2022,85,8,2022,7,1,6/27/22
7/1/23,000161032,Material_4,01.07.2023,7,30,2023,7,1,6/26/23
8/1/22,000161032,Material_4,01.08.2022,39,63,2022,8,1,8/1/22
8/1/23,000161032,Material_4,01.08.2023,38,156,2023,8,1,7/31/23
8/1/24,000161032,Material_4,01.08.2024,101,0,2024,8,1,7/29/24
9/1/22,000161032,Material_4,01.09.2022,11,1,2022,9,1,8/29/22
9/1/23,000161032,Material_4,01.09.2023,55,12,2023,9,1,8/28/23
10/1/22,000161032,Material_4,01.10.2022,0,43,2022,10,1,9/26/22
10/1/24,000161032,Material_4,01.10.2024,90,0,2024,10,1,9/30/24
11/1/22,000161032,Material_4,01.11.2022,75,56,2022,11,1,10/31/22
11/1/23,000161032,Material_4,01.11.2023,165,81,2023,11,1,10/30/23
11/1/24,000161032,Material_4,01.11.2024,0,20,2024,11,1,10/28/24
12/1/22,000161032,Material_4,01.12.2022,54,15,2022,12,1,11/28/22
12/1/23,000161032,Material_4,01.12.2023,70,10,2023,12,1,11/27/23
1/2/23,000161032,Material_4,02.01.2023,43,0,2023,1,2,1/2/23
1/2/24,000161032,Material_4,02.01.2024,60,30,2024,1,2,1/1/24
2/2/22,000161032,Material_4,02.02.2022,126,145,2022,2,2,1/31/22
2/2/23,000161032,Material_4,02.02.2023,87,0,2023,2,2,1/30/23
2/2/24,000161032,Material_4,02.02.2024,214,73,2024,2,2,1/29/24
3/2/22,000161032,Material_4,02.03.2022,126,0,2022,3,2,2/28/22
3/2/23,000161032,Material_4,02.03.2023,0,6,2023,3,2,2/27/23
3/2/24,000161032,Material_4,02.03.2024,253,0,2024,3,2,2/26/24
4/2/22,000161032,Material_4,02.04.2022,0,33,2022,4,2,3/28/22
4/2/24,000161032,Material_4,02.04.2024,101,75,2024,4,2,4/1/24
5/2/22,000161032,Material_4,02.05.2022,1,0,2022,5,2,5/2/22
5/2/23,000161032,Material_4,02.05.2023,15,51,2023,5,2,5/1/23
5/2/24,000161032,Material_4,02.05.2024,10,0,2024,5,2,4/29/24
6/2/22,000161032,Material_4,02.06.2022,139,144,2022,6,2,5/30/22
6/2/23,000161032,Material_4,02.06.2023,80,25,2023,6,2,5/29/23
6/2/24,000161032,Material_4,02.06.2024,0,100,2024,6,2,5/27/24
7/2/22,000161032,Material_4,02.07.2022,0,24,2022,7,2,6/27/22
7/2/23,000161032,Material_4,02.07.2023,2,0,2023,7,2,6/26/23
7/2/24,000161032,Material_4,02.07.2024,22,0,2024,7,2,7/1/24
8/2/22,000161032,Material_4,02.08.2022,5,41,2022,8,2,8/1/22
8/2/23,000161032,Material_4,02.08.2023,91,105,2023,8,2,7/31/23
8/2/24,000161032,Material_4,02.08.2024,340,5,2024,8,2,7/29/24
9/2/22,000161032,Material_4,02.09.2022,145,31,2022,9,2,8/29/22
9/2/23,000161032,Material_4,02.09.2023,11,54,2023,9,2,8/28/23
9/2/24,000161032,Material_4,02.09.2024,21,0,2024,9,2,9/2/24
10/2/23,000161032,Material_4,02.10.2023,10,12,2023,10,2,10/2/23
10/2/24,000161032,Material_4,02.10.2024,33,30,2024,10,2,9/30/24
11/2/22,000161032,Material_4,02.11.2022,38,24,2022,11,2,10/31/22
11/2/23,000161032,Material_4,02.11.2023,32,10,2023,11,2,10/30/23
12/2/22,000161032,Material_4,02.12.2022,152,56,2022,12,2,11/28/22
12/2/23,000161032,Material_4,02.12.2023,20,39,2023,12,2,11/27/23
1/3/22,000161032,Material_4,03.01.2022,0,120,2022,1,3,1/3/22
1/3/23,000161032,Material_4,03.01.2023,0,145,2023,1,3,1/2/23
1/3/24,000161032,Material_4,03.01.2024,36,0,2024,1,3,1/1/24
2/3/22,000161032,Material_4,03.02.2022,1,107,2022,2,3,1/31/22
2/3/23,000161032,Material_4,03.02.2023,242,50,2023,2,3,1/30/23
2/3/24,000161032,Material_4,03.02.2024,11,175,2024,2,3,1/29/24
3/3/22,000161032,Material_4,03.03.2022,5,19,2022,3,3,2/28/22
3/3/23,000161032,Material_4,03.03.2023,68,18,2023,3,3,2/27/23
4/3/22,000161032,Material_4,03.04.2022,0,63,2022,4,3,3/28/22
4/3/23,000161032,Material_4,03.04.2023,40,20,2023,4,3,4/3/23
4/3/24,000161032,Material_4,03.04.2024,130,30,2024,4,3,4/1/24
5/3/22,000161032,Material_4,03.05.2022,85,0,2022,5,3,5/2/22
5/3/23,000161032,Material_4,03.05.2023,151,13,2023,5,3,5/1/23
5/3/24,000161032,Material_4,03.05.2024,5,0,2024,5,3,4/29/24
6/3/22,000161032,Material_4,03.06.2022,101,20,2022,6,3,5/30/22
6/3/23,000161032,Material_4,03.06.2023,0,121,2023,6,3,5/29/23
7/3/24,000161032,Material_4,03.07.2024,12,0,2024,7,3,7/1/24
8/3/22,000161032,Material_4,03.08.2022,325,34,2022,8,3,8/1/22
8/3/23,000161032,Material_4,03.08.2023,54,3,2023,8,3,7/31/23
8/3/24,000161032,Material_4,03.08.2024,10,40,2024,8,3,7/29/24
9/3/22,000161032,Material_4,03.09.2022,0,130,2022,9,3,8/29/22
9/3/24,000161032,Material_4,03.09.2024,70,89,2024,9,3,9/2/24
10/3/22,000161032,Material_4,03.10.2022,41,0,2022,10,3,10/3/22
10/3/23,000161032,Material_4,03.10.2023,3,8,2023,10,3,10/2/23
10/3/24,000161032,Material_4,03.10.2024,40,43,2024,10,3,9/30/24
11/3/22,000161032,Material_4,03.11.2022,78,5,2022,11,3,10/31/22
11/3/23,000161032,Material_4,03.11.2023,32,0,2023,11,3,10/30/23
12/3/22,000161032,Material_4,03.12.2022,59,4,2022,12,3,11/28/22
12/3/24,000161032,Material_4,03.12.2024,0,110,2024,12,3,12/2/24
1/4/22,000161032,Material_4,04.01.2022,0,75,2022,1,4,1/3/22
1/4/24,000161032,Material_4,04.01.2024,33,22,2024,1,4,1/1/24
2/4/22,000161032,Material_4,04.02.2022,47,25,2022,2,4,1/31/22
2/4/23,000161032,Material_4,04.02.2023,4,240,2023,2,4,1/30/23
3/4/22,000161032,Material_4,04.03.2022,104,110,2022,3,4,2/28/22
3/4/23,000161032,Material_4,04.03.2023,7,72,2023,3,4,2/27/23
3/4/24,000161032,Material_4,04.03.2024,106,20,2024,3,4,3/4/24
4/4/22,000161032,Material_4,04.04.2022,47,0,2022,4,4,4/4/22
4/4/23,000161032,Material_4,04.04.2023,76,17,2023,4,4,4/3/23
4/4/24,000161032,Material_4,04.04.2024,20,0,2024,4,4,4/1/24
5/4/22,000161032,Material_4,04.05.2022,68,0,2022,5,4,5/2/22
5/4/23,000161032,Material_4,04.05.2023,132,34,2023,5,4,5/1/23
5/4/24,000161032,Material_4,04.05.2024,290,0,2024,5,4,4/29/24
6/4/23,000161032,Material_4,04.06.2023,6,0,2023,6,4,5/29/23
6/4/24,000161032,Material_4,04.06.2024,0,27,2024,6,4,6/3/24
7/4/22,000161032,Material_4,04.07.2022,7,0,2022,7,4,7/4/22
7/4/23,000161032,Material_4,04.07.2023,12,39,2023,7,4,7/3/23
7/4/24,000161032,Material_4,04.07.2024,170,0,2024,7,4,7/1/24
8/4/22,000161032,Material_4,04.08.2022,98,39,2022,8,4,8/1/22
8/4/23,000161032,Material_4,04.08.2023,8,20,2023,8,4,7/31/23
9/4/23,000161032,Material_4,04.09.2023,67,4,2023,9,4,9/4/23
9/4/24,000161032,Material_4,04.09.2024,50,178,2024,9,4,9/2/24
10/4/22,000161032,Material_4,04.10.2022,55,41,2022,10,4,10/3/22
10/4/23,000161032,Material_4,04.10.2023,91,10,2023,10,4,10/2/23
10/4/24,000161032,Material_4,04.10.2024,15,80,2024,10,4,9/30/24
11/4/22,000161032,Material_4,04.11.2022,23,110,2022,11,4,10/31/22
12/4/24,000161032,Material_4,04.12.2024,0,212,2024,12,4,12/2/24
1/5/22,000161032,Material_4,05.01.2022,0,51,2022,1,5,1/3/22
1/5/24,000161032,Material_4,05.01.2024,1,40,2024,1,5,1/1/24
2/5/22,000161032,Material_4,05.02.2022,0,2,2022,2,5,1/31/22
2/5/24,000161032,Material_4,05.02.2024,150,23,2024,2,5,2/5/24
3/5/22,000161032,Material_4,05.03.2022,4,34,2022,3,5,2/28/22
3/5/24,000161032,Material_4,05.03.2024,61,30,2024,3,5,3/4/24
4/5/22,000161032,Material_4,05.04.2022,85,0,2022,4,5,4/4/22
4/5/23,000161032,Material_4,05.04.2023,0,62,2023,4,5,4/3/23
4/5/24,000161032,Material_4,05.04.2024,76,22,2024,4,5,4/1/24
5/5/22,000161032,Material_4,05.05.2022,17,2,2022,5,5,5/2/22
5/5/23,000161032,Material_4,05.05.2023,66,2,2023,5,5,5/1/23
6/5/22,000161032,Material_4,05.06.2022,7,0,2022,6,5,5/30/22
6/5/23,000161032,Material_4,05.06.2023,23,59,2023,6,5,6/5/23
6/5/24,000161032,Material_4,05.06.2024,0,30,2024,6,5,6/3/24
7/5/22,000161032,Material_4,05.07.2022,5,155,2022,7,5,7/4/22
7/5/23,000161032,Material_4,05.07.2023,12,24,2023,7,5,7/3/23
7/5/24,000161032,Material_4,05.07.2024,30,2,2024,7,5,7/1/24
8/5/22,000161032,Material_4,05.08.2022,155,117,2022,8,5,8/1/22
8/5/24,000161032,Material_4,05.08.2024,40,0,2024,8,5,8/5/24
9/5/22,000161032,Material_4,05.09.2022,10,0,2022,9,5,9/5/22
9/5/23,000161032,Material_4,05.09.2023,48,27,2023,9,5,9/4/23
9/5/24,000161032,Material_4,05.09.2024,20,0,2024,9,5,9/2/24
10/5/22,000161032,Material_4,05.10.2022,202,53,2022,10,5,10/3/22
10/5/23,000161032,Material_4,05.10.2023,53,0,2023,10,5,10/2/23
10/5/24,000161032,Material_4,05.10.2024,30,0,2024,10,5,9/30/24
11/5/22,000161032,Material_4,05.11.2022,77,116,2022,11,5,10/31/22
11/5/23,000161032,Material_4,05.11.2023,0,10,2023,11,5,10/30/23
11/5/24,000161032,Material_4,05.11.2024,0,20,2024,11,5,11/4/24
12/5/22,000161032,Material_4,05.12.2022,20,61,2022,12,5,12/5/22
12/5/23,000161032,Material_4,05.12.2023,65,0,2023,12,5,12/4/23
1/6/22,000161032,Material_4,06.01.2022,0,246,2022,1,6,1/3/22
1/6/24,000161032,Material_4,06.01.2024,0,94,2024,1,6,1/1/24
2/6/22,000161032,Material_4,06.02.2022,0,60,2022,2,6,1/31/22
2/6/23,000161032,Material_4,06.02.2023,48,91,2023,2,6,2/6/23
2/6/24,000161032,Material_4,06.02.2024,233,55,2024,2,6,2/5/24
3/6/22,000161032,Material_4,06.03.2022,0,113,2022,3,6,2/28/22
3/6/23,000161032,Material_4,06.03.2023,42,27,2023,3,6,3/6/23
3/6/24,000161032,Material_4,06.03.2024,30,25,2024,3,6,3/4/24
4/6/22,000161032,Material_4,06.04.2022,6,36,2022,4,6,4/4/22
4/6/24,000161032,Material_4,06.04.2024,0,50,2024,4,6,4/1/24
5/6/22,000161032,Material_4,06.05.2022,76,0,2022,5,6,5/2/22
5/6/23,000161032,Material_4,06.05.2023,10,0,2023,5,6,5/1/23
5/6/24,000161032,Material_4,06.05.2024,0,110,2024,5,6,5/6/24
6/6/22,000161032,Material_4,06.06.2022,30,70,2022,6,6,6/6/22
6/6/23,000161032,Material_4,06.06.2023,40,228,2023,6,6,6/5/23
6/6/24,000161032,Material_4,06.06.2024,400,0,2024,6,6,6/3/24
7/6/22,000161032,Material_4,06.07.2022,88,100,2022,7,6,7/4/22
7/6/23,000161032,Material_4,06.07.2023,17,12,2023,7,6,7/3/23
8/6/22,000161032,Material_4,06.08.2022,27,0,2022,8,6,8/1/22
8/6/24,000161032,Material_4,06.08.2024,23,3,2024,8,6,8/5/24
9/6/22,000161032,Material_4,06.09.2022,20,10,2022,9,6,9/5/22
9/6/23,000161032,Material_4,06.09.2023,153,77,2023,9,6,9/4/23
9/6/24,000161032,Material_4,06.09.2024,104,60,2024,9,6,9/2/24
10/6/22,000161032,Material_4,06.10.2022,0,2,2022,10,6,10/3/22
10/6/23,000161032,Material_4,06.10.2023,57,0,2023,10,6,10/2/23
11/6/23,000161032,Material_4,06.11.2023,1,0,2023,11,6,11/6/23
11/6/24,000161032,Material_4,06.11.2024,0,80,2024,11,6,11/4/24
12/6/22,000161032,Material_4,06.12.2022,38,203,2022,12,6,12/5/22
12/6/23,000161032,Material_4,06.12.2023,100,1,2023,12,6,12/4/23
1/7/22,000161032,Material_4,07.01.2022,0,40,2022,1,7,1/3/22
1/7/23,000161032,Material_4,07.01.2023,10,36,2023,1,7,1/2/23
1/7/24,000161032,Material_4,07.01.2024,130,31,2024,1,7,1/1/24
2/7/22,000161032,Material_4,07.02.2022,238,0,2022,2,7,2/7/22
2/7/23,000161032,Material_4,07.02.2023,61,43,2023,2,7,2/6/23
2/7/24,000161032,Material_4,07.02.2024,55,51,2024,2,7,2/5/24
3/7/22,000161032,Material_4,07.03.2022,70,232,2022,3,7,3/7/22
3/7/23,000161032,Material_4,07.03.2023,105,24,2023,3,7,3/6/23
3/7/24,000161032,Material_4,07.03.2024,157,0,2024,3,7,3/4/24
4/7/22,000161032,Material_4,07.04.2022,0,82,2022,4,7,4/4/22
4/7/24,000161032,Material_4,07.04.2024,0,11,2024,4,7,4/1/24
5/7/22,000161032,Material_4,07.05.2022,15,0,2022,5,7,5/2/22
5/7/24,000161032,Material_4,07.05.2024,40,56,2024,5,7,5/6/24
6/7/22,000161032,Material_4,07.06.2022,54,64,2022,6,7,6/6/22
6/7/23,000161032,Material_4,07.06.2023,23,26,2023,6,7,6/5/23
6/7/24,000161032,Material_4,07.06.2024,119,153,2024,6,7,6/3/24
7/7/22,000161032,Material_4,07.07.2022,172,31,2022,7,7,7/4/22
7/7/23,000161032,Material_4,07.07.2023,96,11,2023,7,7,7/3/23
8/7/22,000161032,Material_4,07.08.2022,0,245,2022,8,7,8/1/22
8/7/24,000161032,Material_4,07.08.2024,0,4,2024,8,7,8/5/24
9/7/22,000161032,Material_4,07.09.2022,112,2,2022,9,7,9/5/22
9/7/23,000161032,Material_4,07.09.2023,155,12,2023,9,7,9/4/23
9/7/24,000161032,Material_4,07.09.2024,0,75,2024,9,7,9/2/24
10/7/22,000161032,Material_4,07.10.2022,27,77,2022,10,7,10/3/22
10/7/24,000161032,Material_4,07.10.2024,35,35,2024,10,7,10/7/24
11/7/23,000161032,Material_4,07.11.2023,100,249,2023,11,7,11/6/23
11/7/24,000161032,Material_4,07.11.2024,0,67,2024,11,7,11/4/24
12/7/22,000161032,Material_4,07.12.2022,8,45,2022,12,7,12/5/22
12/7/23,000161032,Material_4,07.12.2023,220,94,2023,12,7,12/4/23
1/8/22,000161032,Material_4,08.01.2022,0,89,2022,1,8,1/3/22
2/8/22,000161032,Material_4,08.02.2022,105,159,2022,2,8,2/7/22
2/8/23,000161032,Material_4,08.02.2023,55,85,2023,2,8,2/6/23
2/8/24,000161032,Material_4,08.02.2024,42,0,2024,2,8,2/5/24
3/8/22,000161032,Material_4,08.03.2022,54,121,2022,3,8,3/7/22
3/8/23,000161032,Material_4,08.03.2023,65,30,2023,3,8,3/6/23
3/8/24,000161032,Material_4,08.03.2024,17,0,2024,3,8,3/4/24
4/8/22,000161032,Material_4,08.04.2022,27,9,2022,4,8,4/4/22
4/8/23,000161032,Material_4,08.04.2023,0,121,2023,4,8,4/3/23
4/8/24,000161032,Material_4,08.04.2024,44,201,2024,4,8,4/8/24
5/8/23,000161032,Material_4,08.05.2023,5,0,2023,5,8,5/8/23
5/8/24,000161032,Material_4,08.05.2024,40,51,2024,5,8,5/6/24
6/8/22,000161032,Material_4,08.06.2022,22,1,2022,6,8,6/6/22
6/8/23,000161032,Material_4,08.06.2023,0,20,2023,6,8,6/5/23
6/8/24,000161032,Material_4,08.06.2024,24,49,2024,6,8,6/3/24
7/8/22,000161032,Material_4,08.07.2022,142,9,2022,7,8,7/4/22
7/8/23,000161032,Material_4,08.07.2023,6,15,2023,7,8,7/3/23
7/8/24,000161032,Material_4,08.07.2024,50,0,2024,7,8,7/8/24
8/8/22,000161032,Material_4,08.08.2022,65,218,2022,8,8,8/8/22
8/8/23,000161032,Material_4,08.08.2023,15,41,2023,8,8,8/7/23
8/8/24,000161032,Material_4,08.08.2024,110,0,2024,8,8,8/5/24
9/8/22,000161032,Material_4,08.09.2022,2,59,2022,9,8,9/5/22
9/8/23,000161032,Material_4,08.09.2023,68,46,2023,9,8,9/4/23
9/8/24,000161032,Material_4,08.09.2024,2,16,2024,9,8,9/2/24
10/8/22,000161032,Material_4,08.10.2022,0,112,2022,10,8,10/3/22
10/8/23,000161032,Material_4,08.10.2023,33,0,2023,10,8,10/2/23
10/8/24,000161032,Material_4,08.10.2024,24,45,2024,10,8,10/7/24
11/8/22,000161032,Material_4,08.11.2022,116,0,2022,11,8,11/7/22
11/8/23,000161032,Material_4,08.11.2023,20,225,2023,11,8,11/6/23
11/8/24,000161032,Material_4,08.11.2024,0,20,2024,11,8,11/4/24
12/8/22,000161032,Material_4,08.12.2022,325,6,2022,12,8,12/5/22
1/9/24,000161032,Material_4,09.01.2024,23,0,2024,1,9,1/8/24
2/9/22,000161032,Material_4,09.02.2022,2,26,2022,2,9,2/7/22
2/9/23,000161032,Material_4,09.02.2023,26,5,2023,2,9,2/6/23
2/9/24,000161032,Material_4,09.02.2024,132,20,2024,2,9,2/5/24
3/9/22,000161032,Material_4,09.03.2022,10,21,2022,3,9,3/7/22
3/9/23,000161032,Material_4,09.03.2023,20,26,2023,3,9,3/6/23
4/9/22,000161032,Material_4,09.04.2022,29,26,2022,4,9,4/4/22
4/9/23,000161032,Material_4,09.04.2023,0,1,2023,4,9,4/3/23
4/9/24,000161032,Material_4,09.04.2024,20,20,2024,4,9,4/8/24
5/9/22,000161032,Material_4,09.05.2022,47,60,2022,5,9,5/9/22
5/9/23,000161032,Material_4,09.05.2023,11,0,2023,5,9,5/8/23
5/9/24,000161032,Material_4,09.05.2024,140,390,2024,5,9,5/6/24
6/9/22,000161032,Material_4,09.06.2022,54,35,2022,6,9,6/6/22
6/9/23,000161032,Material_4,09.06.2023,107,15,2023,6,9,6/5/23
7/9/22,000161032,Material_4,09.07.2022,26,45,2022,7,9,7/4/22
7/9/24,000161032,Material_4,09.07.2024,30,66,2024,7,9,7/8/24
8/9/22,000161032,Material_4,09.08.2022,32,39,2022,8,9,8/8/22
8/9/23,000161032,Material_4,09.08.2023,154,114,2023,8,9,8/7/23
8/9/24,000161032,Material_4,09.08.2024,80,4,2024,8,9,8/5/24
9/9/22,000161032,Material_4,09.09.2022,41,2,2022,9,9,9/5/22
9/9/23,000161032,Material_4,09.09.2023,4,353,2023,9,9,9/4/23
9/9/24,000161032,Material_4,09.09.2024,30,180,2024,9,9,9/9/24
10/9/22,000161032,Material_4,09.10.2022,4,0,2022,10,9,10/3/22
10/9/23,000161032,Material_4,09.10.2023,73,77,2023,10,9,10/9/23
10/9/24,000161032,Material_4,09.10.2024,20,20,2024,10,9,10/7/24
11/9/22,000161032,Material_4,09.11.2022,100,0,2022,11,9,11/7/22
11/9/23,000161032,Material_4,09.11.2023,143,74,2023,11,9,11/6/23
11/9/24,000161032,Material_4,09.11.2024,0,5,2024,11,9,11/4/24
12/9/22,000161032,Material_4,09.12.2022,4,166,2022,12,9,12/5/22
12/9/23,000161032,Material_4,09.12.2023,50,195,2023,12,9,12/4/23
1/10/23,000161032,Material_4,10.01.2023,17,0,2023,1,10,1/9/23
1/10/24,000161032,Material_4,10.01.2024,20,40,2024,1,10,1/8/24
2/10/22,000161032,Material_4,10.02.2022,79,0,2022,2,10,2/7/22
2/10/23,000161032,Material_4,10.02.2023,106,62,2023,2,10,2/6/23
2/10/24,000161032,Material_4,10.02.2024,3,22,2024,2,10,2/5/24
3/10/22,000161032,Material_4,10.03.2022,12,36,2022,3,10,3/7/22
3/10/23,000161032,Material_4,10.03.2023,152,27,2023,3,10,3/6/23
4/10/23,000161032,Material_4,10.04.2023,117,0,2023,4,10,4/10/23
4/10/24,000161032,Material_4,10.04.2024,170,13,2024,4,10,4/8/24
5/10/22,000161032,Material_4,10.05.2022,27,28,2022,5,10,5/9/22
5/10/23,000161032,Material_4,10.05.2023,67,0,2023,5,10,5/8/23
5/10/24,000161032,Material_4,10.05.2024,20,160,2024,5,10,5/6/24
6/10/22,000161032,Material_4,10.06.2022,40,88,2022,6,10,6/6/22
6/10/23,000161032,Material_4,10.06.2023,66,52,2023,6,10,6/5/23
7/10/23,000161032,Material_4,10.07.2023,96,6,2023,7,10,7/10/23
7/10/24,000161032,Material_4,10.07.2024,50,30,2024,7,10,7/8/24
8/10/22,000161032,Material_4,10.08.2022,82,43,2022,8,10,8/8/22
8/10/23,000161032,Material_4,10.08.2023,26,1,2023,8,10,8/7/23
8/10/24,000161032,Material_4,10.08.2024,0,4,2024,8,10,8/5/24
9/10/22,000161032,Material_4,10.09.2022,43,86,2022,9,10,9/5/22
9/10/23,000161032,Material_4,10.09.2023,0,17,2023,9,10,9/4/23
9/10/24,000161032,Material_4,10.09.2024,7,142,2024,9,10,9/9/24
10/10/22,000161032,Material_4,10.10.2022,3,28,2022,10,10,10/10/22
10/10/23,000161032,Material_4,10.10.2023,4,63,2023,10,10,10/9/23
10/10/24,000161032,Material_4,10.10.2024,20,0,2024,10,10,10/7/24
11/10/22,000161032,Material_4,10.11.2022,10,39,2022,11,10,11/7/22
11/10/23,000161032,Material_4,10.11.2023,59,35,2023,11,10,11/6/23
12/10/22,000161032,Material_4,10.12.2022,62,98,2022,12,10,12/5/22
12/10/23,000161032,Material_4,10.12.2023,0,150,2023,12,10,12/4/23
1/11/22,000161032,Material_4,11.01.2022,55,9,2022,1,11,1/10/22
1/11/23,000161032,Material_4,11.01.2023,2,15,2023,1,11,1/9/23
1/11/24,000161032,Material_4,11.01.2024,45,18,2024,1,11,1/8/24
2/11/22,000161032,Material_4,11.02.2022,172,20,2022,2,11,2/7/22
2/11/23,000161032,Material_4,11.02.2023,38,33,2023,2,11,2/6/23
2/11/24,000161032,Material_4,11.02.2024,10,0,2024,2,11,2/5/24
3/11/22,000161032,Material_4,11.03.2022,70,54,2022,3,11,3/7/22
3/11/23,000161032,Material_4,11.03.2023,5,130,2023,3,11,3/6/23
3/11/24,000161032,Material_4,11.03.2024,20,0,2024,3,11,3/11/24
4/11/22,000161032,Material_4,11.04.2022,3,0,2022,4,11,4/11/22
4/11/23,000161032,Material_4,11.04.2023,24,97,2023,4,11,4/10/23
4/11/24,000161032,Material_4,11.04.2024,49,285,2024,4,11,4/8/24
5/11/22,000161032,Material_4,11.05.2022,279,112,2022,5,11,5/9/22
5/11/23,000161032,Material_4,11.05.2023,10,178,2023,5,11,5/8/23
5/11/24,000161032,Material_4,11.05.2024,20,120,2024,5,11,5/6/24
6/11/22,000161032,Material_4,11.06.2022,20,36,2022,6,11,6/6/22
6/11/24,000161032,Material_4,11.06.2024,30,0,2024,6,11,6/10/24
7/11/22,000161032,Material_4,11.07.2022,68,287,2022,7,11,7/11/22
7/11/23,000161032,Material_4,11.07.2023,145,110,2023,7,11,7/10/23
7/11/24,000161032,Material_4,11.07.2024,89,127,2024,7,11,7/8/24
8/11/22,000161032,Material_4,11.08.2022,402,19,2022,8,11,8/8/22
8/11/23,000161032,Material_4,11.08.2023,70,28,2023,8,11,8/7/23
9/11/22,000161032,Material_4,11.09.2022,0,6,2022,9,11,9/5/22
9/11/23,000161032,Material_4,11.09.2023,11,30,2023,9,11,9/11/23
9/11/24,000161032,Material_4,11.09.2024,22,35,2024,9,11,9/9/24
10/11/22,000161032,Material_4,11.10.2022,87,0,2022,10,11,10/10/22
10/11/23,000161032,Material_4,11.10.2023,156,131,2023,10,11,10/9/23
10/11/24,000161032,Material_4,11.10.2024,40,0,2024,10,11,10/7/24
11/11/22,000161032,Material_4,11.11.2022,96,1,2022,11,11,11/7/22
12/11/22,000161032,Material_4,11.12.2022,0,24,2022,12,11,12/5/22
12/11/23,000161032,Material_4,11.12.2023,50,70,2023,12,11,12/11/23
1/12/22,000161032,Material_4,12.01.2022,6,403,2022,1,12,1/10/22
1/12/23,000161032,Material_4,12.01.2023,2,4,2023,1,12,1/9/23
1/12/24,000161032,Material_4,12.01.2024,83,130,2024,1,12,1/8/24
2/12/22,000161032,Material_4,12.02.2022,10,1,2022,2,12,2/7/22
2/12/24,000161032,Material_4,12.02.2024,39,79,2024,2,12,2/12/24
3/12/22,000161032,Material_4,12.03.2022,10,330,2022,3,12,3/7/22
3/12/24,000161032,Material_4,12.03.2024,40,23,2024,3,12,3/11/24
4/12/22,000161032,Material_4,12.04.2022,365,10,2022,4,12,4/11/22
4/12/23,000161032,Material_4,12.04.2023,62,27,2023,4,12,4/10/23
4/12/24,000161032,Material_4,12.04.2024,43,145,2024,4,12,4/8/24
5/12/22,000161032,Material_4,12.05.2022,119,193,2022,5,12,5/9/22
5/12/23,000161032,Material_4,12.05.2023,56,32,2023,5,12,5/8/23
6/12/22,000161032,Material_4,12.06.2022,0,28,2022,6,12,6/6/22
6/12/24,000161032,Material_4,12.06.2024,32,0,2024,6,12,6/10/24
7/12/22,000161032,Material_4,12.07.2022,68,20,2022,7,12,7/11/22
7/12/23,000161032,Material_4,12.07.2023,14,3,2023,7,12,7/10/23
7/12/24,000161032,Material_4,12.07.2024,147,80,2024,7,12,7/8/24
8/12/22,000161032,Material_4,12.08.2022,15,428,2022,8,12,8/8/22
8/12/23,000161032,Material_4,12.08.2023,1,56,2023,8,12,8/7/23
8/12/24,000161032,Material_4,12.08.2024,35,46,2024,8,12,8/12/24
9/12/22,000161032,Material_4,12.09.2022,18,3,2022,9,12,9/12/22
9/12/23,000161032,Material_4,12.09.2023,42,34,2023,9,12,9/11/23
9/12/24,000161032,Material_4,12.09.2024,10,4,2024,9,12,9/9/24
10/12/22,000161032,Material_4,12.10.2022,57,0,2022,10,12,10/10/22
10/12/23,000161032,Material_4,12.10.2023,80,29,2023,10,12,10/9/23
10/12/24,000161032,Material_4,12.10.2024,0,74,2024,10,12,10/7/24
11/12/22,000161032,Material_4,12.11.2022,0,38,2022,11,12,11/7/22
11/12/24,000161032,Material_4,12.11.2024,0,106,2024,11,12,11/11/24
12/12/22,000161032,Material_4,12.12.2022,51,14,2022,12,12,12/12/22
12/12/23,000161032,Material_4,12.12.2023,215,350,2023,12,12,12/11/23
1/13/22,000161032,Material_4,13.01.2022,80,8,2022,1,13,1/10/22
1/13/23,000161032,Material_4,13.01.2023,112,0,2023,1,13,1/9/23
1/13/24,000161032,Material_4,13.01.2024,20,88,2024,1,13,1/8/24
2/13/23,000161032,Material_4,13.02.2023,101,47,2023,2,13,2/13/23
2/13/24,000161032,Material_4,13.02.2024,60,4,2024,2,13,2/12/24
3/13/23,000161032,Material_4,13.03.2023,30,0,2023,3,13,3/13/23
