date_rev,Product ID,Product Name,Date,Customer Order Quantity,Dispatched Quantity,Year,Month ,Day,first_week_day
12/5/23,333193751,Material_33,05.12.2023,17,8,2023,12,5,12/4/23
12/5/24,333193751,Material_33,05.12.2024,0,16,2024,12,5,12/2/24
1/6/22,333193751,Material_33,06.01.2022,0,1,2022,1,6,1/3/22
1/6/24,333193751,Material_33,06.01.2024,0,48,2024,1,6,1/1/24
2/6/22,333193751,Material_33,06.02.2022,0,10,2022,2,6,1/31/22
2/6/23,333193751,Material_33,06.02.2023,34,31,2023,2,6,2/6/23
2/6/24,333193751,Material_33,06.02.2024,32,51,2024,2,6,2/5/24
3/6/22,333193751,Material_33,06.03.2022,0,3,2022,3,6,2/28/22
3/6/23,333193751,Material_33,06.03.2023,12,19,2023,3,6,3/6/23
3/6/24,333193751,Material_33,06.03.2024,46,0,2024,3,6,3/4/24
4/6/22,333193751,Material_33,06.04.2022,0,74,2022,4,6,4/4/22
4/6/24,333193751,Material_33,06.04.2024,1,2,2024,4,6,4/1/24
5/6/22,333193751,Material_33,06.05.2022,53,13,2022,5,6,5/2/22
5/6/23,333193751,Material_33,06.05.2023,5,43,2023,5,6,5/1/23
5/6/24,333193751,Material_33,06.05.2024,2,0,2024,5,6,5/6/24
6/6/23,333193751,Material_33,06.06.2023,6,2,2023,6,6,6/5/23
6/6/24,333193751,Material_33,06.06.2024,252,17,2024,6,6,6/3/24
7/6/22,333193751,Material_33,06.07.2022,0,50,2022,7,6,7/4/22
7/6/23,333193751,Material_33,06.07.2023,75,6,2023,7,6,7/3/23
7/6/24,333193751,Material_33,06.07.2024,16,0,2024,7,6,7/1/24
8/6/24,333193751,Material_33,06.08.2024,16,7,2024,8,6,8/5/24
9/6/22,333193751,Material_33,06.09.2022,26,16,2022,9,6,9/5/22
9/6/23,333193751,Material_33,06.09.2023,33,11,2023,9,6,9/4/23
9/6/24,333193751,Material_33,06.09.2024,15,7,2024,9,6,9/2/24
10/6/22,333193751,Material_33,06.10.2022,0,12,2022,10,6,10/3/22
11/6/24,333193751,Material_33,06.11.2024,0,38,2024,11,6,11/4/24
12/6/22,333193751,Material_33,06.12.2022,19,38,2022,12,6,12/5/22
12/6/23,333193751,Material_33,06.12.2023,29,6,2023,12,6,12/4/23
1/7/22,333193751,Material_33,07.01.2022,17,20,2022,1,7,1/3/22
1/7/24,333193751,Material_33,07.01.2024,90,0,2024,1,7,1/1/24
2/7/22,333193751,Material_33,07.02.2022,25,8,2022,2,7,2/7/22
2/7/23,333193751,Material_33,07.02.2023,32,23,2023,2,7,2/6/23
2/7/24,333193751,Material_33,07.02.2024,4,48,2024,2,7,2/5/24
3/7/22,333193751,Material_33,07.03.2022,29,7,2022,3,7,3/7/22
3/7/23,333193751,Material_33,07.03.2023,4,50,2023,3,7,3/6/23
3/7/24,333193751,Material_33,07.03.2024,15,0,2024,3,7,3/4/24
4/7/22,333193751,Material_33,07.04.2022,53,17,2022,4,7,4/4/22
5/7/22,333193751,Material_33,07.05.2022,87,57,2022,5,7,5/2/22
5/7/23,333193751,Material_33,07.05.2023,0,1,2023,5,7,5/1/23
5/7/24,333193751,Material_33,07.05.2024,5,9,2024,5,7,5/6/24
6/7/22,333193751,Material_33,07.06.2022,16,5,2022,6,7,6/6/22
6/7/23,333193751,Material_33,07.06.2023,44,1,2023,6,7,6/5/23
6/7/24,333193751,Material_33,07.06.2024,10,0,2024,6,7,6/3/24
7/7/22,333193751,Material_33,07.07.2022,32,0,2022,7,7,7/4/22
7/7/23,333193751,Material_33,07.07.2023,134,31,2023,7,7,7/3/23
9/7/22,333193751,Material_33,07.09.2022,54,0,2022,9,7,9/5/22
9/7/23,333193751,Material_33,07.09.2023,74,0,2023,9,7,9/4/23
10/7/22,333193751,Material_33,07.10.2022,0,12,2022,10,7,10/3/22
10/7/23,333193751,Material_33,07.10.2023,25,0,2023,10,7,10/2/23
10/7/24,333193751,Material_33,07.10.2024,0,20,2024,10,7,10/7/24
11/7/23,333193751,Material_33,07.11.2023,64,150,2023,11,7,11/6/23
11/7/24,333193751,Material_33,07.11.2024,0,17,2024,11,7,11/4/24
12/7/22,333193751,Material_33,07.12.2022,0,12,2022,12,7,12/5/22
12/7/23,333193751,Material_33,07.12.2023,49,78,2023,12,7,12/4/23
1/8/22,333193751,Material_33,08.01.2022,0,17,2022,1,8,1/3/22
2/8/22,333193751,Material_33,08.02.2022,81,25,2022,2,8,2/7/22
2/8/23,333193751,Material_33,08.02.2023,61,143,2023,2,8,2/6/23
2/8/24,333193751,Material_33,08.02.2024,16,4,2024,2,8,2/5/24
3/8/22,333193751,Material_33,08.03.2022,12,20,2022,3,8,3/7/22
3/8/23,333193751,Material_33,08.03.2023,0,16,2023,3,8,3/6/23
4/8/22,333193751,Material_33,08.04.2022,15,37,2022,4,8,4/4/22
4/8/23,333193751,Material_33,08.04.2023,0,56,2023,4,8,4/3/23
4/8/24,333193751,Material_33,08.04.2024,30,0,2024,4,8,4/8/24
5/8/22,333193751,Material_33,08.05.2022,0,3,2022,5,8,5/2/22
5/8/23,333193751,Material_33,08.05.2023,50,18,2023,5,8,5/8/23
5/8/24,333193751,Material_33,08.05.2024,0,8,2024,5,8,5/6/24
6/8/22,333193751,Material_33,08.06.2022,20,4,2022,6,8,6/6/22
6/8/23,333193751,Material_33,08.06.2023,77,14,2023,6,8,6/5/23
6/8/24,333193751,Material_33,08.06.2024,11,11,2024,6,8,6/3/24
7/8/22,333193751,Material_33,08.07.2022,11,0,2022,7,8,7/4/22
7/8/23,333193751,Material_33,08.07.2023,0,75,2023,7,8,7/3/23
7/8/24,333193751,Material_33,08.07.2024,3,79,2024,7,8,7/8/24
8/8/22,333193751,Material_33,08.08.2022,52,11,2022,8,8,8/8/22
8/8/23,333193751,Material_33,08.08.2023,69,0,2023,8,8,8/7/23
8/8/24,333193751,Material_33,08.08.2024,33,3,2024,8,8,8/5/24
9/8/22,333193751,Material_33,08.09.2022,14,34,2022,9,8,9/5/22
9/8/23,333193751,Material_33,08.09.2023,17,65,2023,9,8,9/4/23
9/8/24,333193751,Material_33,08.09.2024,0,24,2024,9,8,9/2/24
10/8/22,333193751,Material_33,08.10.2022,0,62,2022,10,8,10/3/22
10/8/23,333193751,Material_33,08.10.2023,3,0,2023,10,8,10/2/23
10/8/24,333193751,Material_33,08.10.2024,6,8,2024,10,8,10/7/24
11/8/22,333193751,Material_33,08.11.2022,42,0,2022,11,8,11/7/22
11/8/23,333193751,Material_33,08.11.2023,22,105,2023,11,8,11/6/23
11/8/24,333193751,Material_33,08.11.2024,0,14,2024,11,8,11/4/24
1/9/24,333193751,Material_33,09.01.2024,9,0,2024,1,9,1/8/24
2/9/22,333193751,Material_33,09.02.2022,3,0,2022,2,9,2/7/22
2/9/23,333193751,Material_33,09.02.2023,31,11,2023,2,9,2/6/23
2/9/24,333193751,Material_33,09.02.2024,53,50,2024,2,9,2/5/24
3/9/22,333193751,Material_33,09.03.2022,0,19,2022,3,9,3/7/22
3/9/23,333193751,Material_33,09.03.2023,20,0,2023,3,9,3/6/23
4/9/22,333193751,Material_33,09.04.2022,18,31,2022,4,9,4/4/22
4/9/24,333193751,Material_33,09.04.2024,22,50,2024,4,9,4/8/24
5/9/22,333193751,Material_33,09.05.2022,0,37,2022,5,9,5/9/22
5/9/23,333193751,Material_33,09.05.2023,8,5,2023,5,9,5/8/23
5/9/24,333193751,Material_33,09.05.2024,16,13,2024,5,9,5/6/24
6/9/22,333193751,Material_33,09.06.2022,28,81,2022,6,9,6/6/22
6/9/23,333193751,Material_33,09.06.2023,71,36,2023,6,9,6/5/23
7/9/22,333193751,Material_33,09.07.2022,15,11,2022,7,9,7/4/22
7/9/24,333193751,Material_33,09.07.2024,34,93,2024,7,9,7/8/24
8/9/22,333193751,Material_33,09.08.2022,19,0,2022,8,9,8/8/22
8/9/23,333193751,Material_33,09.08.2023,48,10,2023,8,9,8/7/23
8/9/24,333193751,Material_33,09.08.2024,33,46,2024,8,9,8/5/24
9/9/22,333193751,Material_33,09.09.2022,54,6,2022,9,9,9/5/22
9/9/23,333193751,Material_33,09.09.2023,0,100,2023,9,9,9/4/23
9/9/24,333193751,Material_33,09.09.2024,8,0,2024,9,9,9/9/24
10/9/23,333193751,Material_33,09.10.2023,14,88,2023,10,9,10/9/23
10/9/24,333193751,Material_33,09.10.2024,36,45,2024,10,9,10/7/24
11/9/22,333193751,Material_33,09.11.2022,70,36,2022,11,9,11/7/22
11/9/23,333193751,Material_33,09.11.2023,86,5,2023,11,9,11/6/23
11/9/24,333193751,Material_33,09.11.2024,0,32,2024,11,9,11/4/24
12/9/22,333193751,Material_33,09.12.2022,15,69,2022,12,9,12/5/22
12/9/23,333193751,Material_33,09.12.2023,25,36,2023,12,9,12/4/23
1/10/23,333193751,Material_33,10.01.2023,52,0,2023,1,10,1/9/23
1/10/24,333193751,Material_33,10.01.2024,5,0,2024,1,10,1/8/24
2/10/22,333193751,Material_33,10.02.2022,17,81,2022,2,10,2/7/22
2/10/23,333193751,Material_33,10.02.2023,67,11,2023,2,10,2/6/23
2/10/24,333193751,Material_33,10.02.2024,0,46,2024,2,10,2/5/24
3/10/22,333193751,Material_33,10.03.2022,3,0,2022,3,10,3/7/22
3/10/23,333193751,Material_33,10.03.2023,54,0,2023,3,10,3/6/23
4/10/22,333193751,Material_33,10.04.2022,0,3,2022,4,10,4/4/22
4/10/23,333193751,Material_33,10.04.2023,90,0,2023,4,10,4/10/23
4/10/24,333193751,Material_33,10.04.2024,100,132,2024,4,10,4/8/24
5/10/22,333193751,Material_33,10.05.2022,42,0,2022,5,10,5/9/22
5/10/23,333193751,Material_33,10.05.2023,7,14,2023,5,10,5/8/23
5/10/24,333193751,Material_33,10.05.2024,9,0,2024,5,10,5/6/24
6/10/22,333193751,Material_33,10.06.2022,0,0,2022,6,10,6/6/22
6/10/23,333193751,Material_33,10.06.2023,16,61,2023,6,10,6/5/23
7/10/23,333193751,Material_33,10.07.2023,74,0,2023,7,10,7/10/23
7/10/24,333193751,Material_33,10.07.2024,4,75,2024,7,10,7/8/24
8/10/22,333193751,Material_33,10.08.2022,52,68,2022,8,10,8/8/22
8/10/23,333193751,Material_33,10.08.2023,36,3,2023,8,10,8/7/23
8/10/24,333193751,Material_33,10.08.2024,9,163,2024,8,10,8/5/24
9/10/22,333193751,Material_33,10.09.2022,20,28,2022,9,10,9/5/22
9/10/24,333193751,Material_33,10.09.2024,33,10,2024,9,10,9/9/24
10/10/22,333193751,Material_33,10.10.2022,2,14,2022,10,10,10/10/22
10/10/23,333193751,Material_33,10.10.2023,30,12,2023,10,10,10/9/23
10/10/24,333193751,Material_33,10.10.2024,16,1,2024,10,10,10/7/24
11/10/22,333193751,Material_33,10.11.2022,0,16,2022,11,10,11/7/22
11/10/23,333193751,Material_33,10.11.2023,21,10,2023,11,10,11/6/23
12/10/22,333193751,Material_33,10.12.2022,124,56,2022,12,10,12/5/22
12/10/23,333193751,Material_33,10.12.2023,0,50,2023,12,10,12/4/23
1/11/22,333193751,Material_33,11.01.2022,4,50,2022,1,11,1/10/22
1/11/23,333193751,Material_33,11.01.2023,66,52,2023,1,11,1/9/23
1/11/24,333193751,Material_33,11.01.2024,35,15,2024,1,11,1/8/24
2/11/22,333193751,Material_33,11.02.2022,89,0,2022,2,11,2/7/22
2/11/23,333193751,Material_33,11.02.2023,21,76,2023,2,11,2/6/23
3/11/22,333193751,Material_33,11.03.2022,6,4,2022,3,11,3/7/22
3/11/23,333193751,Material_33,11.03.2023,10,74,2023,3,11,3/6/23
3/11/24,333193751,Material_33,11.03.2024,34,0,2024,3,11,3/11/24
4/11/22,333193751,Material_33,11.04.2022,10,0,2022,4,11,4/11/22
4/11/23,333193751,Material_33,11.04.2023,42,30,2023,4,11,4/10/23
4/11/24,333193751,Material_33,11.04.2024,0,507,2024,4,11,4/8/24
5/11/22,333193751,Material_33,11.05.2022,0,27,2022,5,11,5/9/22
5/11/23,333193751,Material_33,11.05.2023,5,15,2023,5,11,5/8/23
6/11/22,333193751,Material_33,11.06.2022,0,28,2022,6,11,6/6/22
6/11/24,333193751,Material_33,11.06.2024,64,0,2024,6,11,6/10/24
7/11/22,333193751,Material_33,11.07.2022,31,47,2022,7,11,7/11/22
7/11/23,333193751,Material_33,11.07.2023,113,114,2023,7,11,7/10/23
7/11/24,333193751,Material_33,11.07.2024,22,15,2024,7,11,7/8/24
8/11/22,333193751,Material_33,11.08.2022,242,13,2022,8,11,8/8/22
8/11/23,333193751,Material_33,11.08.2023,7,6,2023,8,11,8/7/23
9/11/22,333193751,Material_33,11.09.2022,0,26,2022,9,11,9/5/22
9/11/23,333193751,Material_33,11.09.2023,3,132,2023,9,11,9/11/23
9/11/24,333193751,Material_33,11.09.2024,3,41,2024,9,11,9/9/24
10/11/22,333193751,Material_33,11.10.2022,36,2,2022,10,11,10/10/22
10/11/23,333193751,Material_33,11.10.2023,98,50,2023,10,11,10/9/23
10/11/24,333193751,Material_33,11.10.2024,36,0,2024,10,11,10/7/24
11/11/22,333193751,Material_33,11.11.2022,26,72,2022,11,11,11/7/22
11/11/23,333193751,Material_33,11.11.2023,5,52,2023,11,11,11/6/23
12/11/23,333193751,Material_33,11.12.2023,0,5,2023,12,11,12/11/23
1/12/22,333193751,Material_33,12.01.2022,6,4,2022,1,12,1/10/22
1/12/23,333193751,Material_33,12.01.2023,16,1,2023,1,12,1/9/23
1/12/24,333193751,Material_33,12.01.2024,82,29,2024,1,12,1/8/24
2/12/22,333193751,Material_33,12.02.2022,18,31,2022,2,12,2/7/22
2/12/24,333193751,Material_33,12.02.2024,64,4,2024,2,12,2/12/24
3/12/22,333193751,Material_33,12.03.2022,0,15,2022,3,12,3/7/22
3/12/24,333193751,Material_33,12.03.2024,58,0,2024,3,12,3/11/24
4/12/22,333193751,Material_33,12.04.2022,150,18,2022,4,12,4/11/22
4/12/23,333193751,Material_33,12.04.2023,101,22,2023,4,12,4/10/23
4/12/24,333193751,Material_33,12.04.2024,50,218,2024,4,12,4/8/24
5/12/22,333193751,Material_33,12.05.2022,26,62,2022,5,12,5/9/22
5/12/23,333193751,Material_33,12.05.2023,58,0,2023,5,12,5/8/23
6/12/24,333193751,Material_33,12.06.2024,31,25,2024,6,12,6/10/24
7/12/22,333193751,Material_33,12.07.2022,52,12,2022,7,12,7/11/22
7/12/23,333193751,Material_33,12.07.2023,34,6,2023,7,12,7/10/23
7/12/24,333193751,Material_33,12.07.2024,35,44,2024,7,12,7/8/24
8/12/22,333193751,Material_33,12.08.2022,2,2,2022,8,12,8/8/22
8/12/24,333193751,Material_33,12.08.2024,20,3,2024,8,12,8/12/24
9/12/22,333193751,Material_33,12.09.2022,32,0,2022,9,12,9/12/22
9/12/23,333193751,Material_33,12.09.2023,5,32,2023,9,12,9/11/23
9/12/24,333193751,Material_33,12.09.2024,10,0,2024,9,12,9/9/24
10/12/22,333193751,Material_33,12.10.2022,63,16,2022,10,12,10/10/22
10/12/23,333193751,Material_33,12.10.2023,44,0,2023,10,12,10/9/23
10/12/24,333193751,Material_33,12.10.2024,0,50,2024,10,12,10/7/24
11/12/22,333193751,Material_33,12.11.2022,2,5,2022,11,12,11/7/22
11/12/24,333193751,Material_33,12.11.2024,0,24,2024,11,12,11/11/24
12/12/22,333193751,Material_33,12.12.2022,0,15,2022,12,12,12/12/22
12/12/23,333193751,Material_33,12.12.2023,154,0,2023,12,12,12/11/23
1/13/22,333193751,Material_33,13.01.2022,11,6,2022,1,13,1/10/22
1/13/23,333193751,Material_33,13.01.2023,82,31,2023,1,13,1/9/23
1/13/24,333193751,Material_33,13.01.2024,4,0,2024,1,13,1/8/24
2/13/23,333193751,Material_33,13.02.2023,7,20,2023,2,13,2/13/23
2/13/24,333193751,Material_33,13.02.2024,32,17,2024,2,13,2/12/24
3/13/23,333193751,Material_33,13.03.2023,42,10,2023,3,13,3/13/23
3/13/24,333193751,Material_33,13.03.2024,1,0,2024,3,13,3/11/24
4/13/22,333193751,Material_33,13.04.2022,50,62,2022,4,13,4/11/22
4/13/23,333193751,Material_33,13.04.2023,27,50,2023,4,13,4/10/23
4/13/24,333193751,Material_33,13.04.2024,8,268,2024,4,13,4/8/24
5/13/22,333193751,Material_33,13.05.2022,20,10,2022,5,13,5/9/22
5/13/23,333193751,Material_33,13.05.2023,0,50,2023,5,13,5/8/23
6/13/22,333193751,Material_33,13.06.2022,6,0,2022,6,13,6/13/22
6/13/23,333193751,Material_33,13.06.2023,20,0,2023,6,13,6/12/23
6/13/24,333193751,Material_33,13.06.2024,5,22,2024,6,13,6/10/24
7/13/22,333193751,Material_33,13.07.2022,50,20,2022,7,13,7/11/22
7/13/23,333193751,Material_33,13.07.2023,2,87,2023,7,13,7/10/23
7/13/24,333193751,Material_33,13.07.2024,8,26,2024,7,13,7/8/24
8/13/22,333193751,Material_33,13.08.2022,1,52,2022,8,13,8/8/22
8/13/24,333193751,Material_33,13.08.2024,41,30,2024,8,13,8/12/24
9/13/22,333193751,Material_33,13.09.2022,0,45,2022,9,13,9/12/22
9/13/23,333193751,Material_33,13.09.2023,97,3,2023,9,13,9/11/23
9/13/24,333193751,Material_33,13.09.2024,42,11,2024,9,13,9/9/24
10/13/22,333193751,Material_33,13.10.2022,0,20,2022,10,13,10/10/22
10/13/23,333193751,Material_33,13.10.2023,0,25,2023,10,13,10/9/23
11/13/23,333193751,Material_33,13.11.2023,10,0,2023,11,13,11/13/23
11/13/24,333193751,Material_33,13.11.2024,0,61,2024,11,13,11/11/24
12/13/22,333193751,Material_33,13.12.2022,2,0,2022,12,13,12/12/22
12/13/23,333193751,Material_33,13.12.2023,46,29,2023,12,13,12/11/23
1/14/22,333193751,Material_33,14.01.2022,0,11,2022,1,14,1/10/22
1/14/23,333193751,Material_33,14.01.2023,0,27,2023,1,14,1/9/23
2/14/22,333193751,Material_33,14.02.2022,6,18,2022,2,14,2/14/22
2/14/23,333193751,Material_33,14.02.2023,0,14,2023,2,14,2/13/23
2/14/24,333193751,Material_33,14.02.2024,4,12,2024,2,14,2/12/24
3/14/23,333193751,Material_33,14.03.2023,40,7,2023,3,14,3/13/23
3/14/24,333193751,Material_33,14.03.2024,67,0,2024,3,14,3/11/24
4/14/23,333193751,Material_33,14.04.2023,46,30,2023,4,14,4/10/23
4/14/24,333193751,Material_33,14.04.2024,90,0,2024,4,14,4/8/24
5/14/22,333193751,Material_33,14.05.2022,0,33,2022,5,14,5/9/22
5/14/24,333193751,Material_33,14.05.2024,47,0,2024,5,14,5/13/24
6/14/22,333193751,Material_33,14.06.2022,2,6,2022,6,14,6/13/22
6/14/23,333193751,Material_33,14.06.2023,60,4,2023,6,14,6/12/23
6/14/24,333193751,Material_33,14.06.2024,33,6,2024,6,14,6/10/24
7/14/22,333193751,Material_33,14.07.2022,8,51,2022,7,14,7/11/22
7/14/23,333193751,Material_33,14.07.2023,27,4,2023,7,14,7/10/23
8/14/23,333193751,Material_33,14.08.2023,19,5,2023,8,14,8/14/23
8/14/24,333193751,Material_33,14.08.2024,53,24,2024,8,14,8/12/24
9/14/22,333193751,Material_33,14.09.2022,74,11,2022,9,14,9/12/22
9/14/23,333193751,Material_33,14.09.2023,15,0,2023,9,14,9/11/23
9/14/24,333193751,Material_33,14.09.2024,0,25,2024,9,14,9/9/24
10/14/22,333193751,Material_33,14.10.2022,12,113,2022,10,14,10/10/22
10/14/23,333193751,Material_33,14.10.2023,0,92,2023,10,14,10/9/23
11/14/23,333193751,Material_33,14.11.2023,30,8,2023,11,14,11/13/23
12/14/22,333193751,Material_33,14.12.2022,53,0,2022,12,14,12/12/22
12/14/23,333193751,Material_33,14.12.2023,33,19,2023,12,14,12/11/23
1/15/22,333193751,Material_33,15.01.2022,2,0,2022,1,15,1/10/22
1/15/24,333193751,Material_33,15.01.2024,76,4,2024,1,15,1/15/24
2/15/22,333193751,Material_33,15.02.2022,62,6,2022,2,15,2/14/22
2/15/23,333193751,Material_33,15.02.2023,4,50,2023,2,15,2/13/23
2/15/24,333193751,Material_33,15.02.2024,83,1,2024,2,15,2/12/24
3/15/22,333193751,Material_33,15.03.2022,32,0,2022,3,15,3/14/22
3/15/23,333193751,Material_33,15.03.2023,58,75,2023,3,15,3/13/23
3/15/24,333193751,Material_33,15.03.2024,52,0,2024,3,15,3/11/24
4/15/23,333193751,Material_33,15.04.2023,0,107,2023,4,15,4/10/23
4/15/24,333193751,Material_33,15.04.2024,0,40,2024,4,15,4/15/24
5/15/23,333193751,Material_33,15.05.2023,31,0,2023,5,15,5/15/23
5/15/24,333193751,Material_33,15.05.2024,62,58,2024,5,15,5/13/24
6/15/22,333193751,Material_33,15.06.2022,41,4,2022,6,15,6/13/22
6/15/23,333193751,Material_33,15.06.2023,3,40,2023,6,15,6/12/23
6/15/24,333193751,Material_33,15.06.2024,4,0,2024,6,15,6/10/24
7/15/22,333193751,Material_33,15.07.2022,71,1,2022,7,15,7/11/22
7/15/23,333193751,Material_33,15.07.2023,0,150,2023,7,15,7/10/23
7/15/24,333193751,Material_33,15.07.2024,24,8,2024,7,15,7/15/24
8/15/23,333193751,Material_33,15.08.2023,54,0,2023,8,15,8/14/23
8/15/24,333193751,Material_33,15.08.2024,29,2,2024,8,15,8/12/24
9/15/22,333193751,Material_33,15.09.2022,0,50,2022,9,15,9/12/22
9/15/23,333193751,Material_33,15.09.2023,51,0,2023,9,15,9/11/23
9/15/24,333193751,Material_33,15.09.2024,0,25,2024,9,15,9/9/24
10/15/22,333193751,Material_33,15.10.2022,0,2,2022,10,15,10/10/22
10/15/24,333193751,Material_33,15.10.2024,7,15,2024,10,15,10/14/24
11/15/22,333193751,Material_33,15.11.2022,31,61,2022,11,15,11/14/22
11/15/23,333193751,Material_33,15.11.2023,67,11,2023,11,15,11/13/23
11/15/24,333193751,Material_33,15.11.2024,0,33,2024,11,15,11/11/24
12/15/22,333193751,Material_33,15.12.2022,69,24,2022,12,15,12/12/22
12/15/23,333193751,Material_33,15.12.2023,12,46,2023,12,15,12/11/23
1/16/22,333193751,Material_33,16.01.2022,16,0,2022,1,16,1/10/22
1/16/23,333193751,Material_33,16.01.2023,6,88,2023,1,16,1/16/23
1/16/24,333193751,Material_33,16.01.2024,15,0,2024,1,16,1/15/24
2/16/22,333193751,Material_33,16.02.2022,0,10,2022,2,16,2/14/22
2/16/23,333193751,Material_33,16.02.2023,16,5,2023,2,16,2/13/23
2/16/24,333193751,Material_33,16.02.2024,38,0,2024,2,16,2/12/24
3/16/22,333193751,Material_33,16.03.2022,13,0,2022,3,16,3/14/22
3/16/23,333193751,Material_33,16.03.2023,14,8,2023,3,16,3/13/23
3/16/24,333193751,Material_33,16.03.2024,24,0,2024,3,16,3/11/24
4/16/22,333193751,Material_33,16.04.2022,1,100,2022,4,16,4/11/22
4/16/24,333193751,Material_33,16.04.2024,100,20,2024,4,16,4/15/24
5/16/22,333193751,Material_33,16.05.2022,20,20,2022,5,16,5/16/22
5/16/24,333193751,Material_33,16.05.2024,23,0,2024,5,16,5/13/24
6/16/22,333193751,Material_33,16.06.2022,28,41,2022,6,16,6/13/22
6/16/23,333193751,Material_33,16.06.2023,28,0,2023,6,16,6/12/23
7/16/22,333193751,Material_33,16.07.2022,36,15,2022,7,16,7/11/22
7/16/24,333193751,Material_33,16.07.2024,71,18,2024,7,16,7/15/24
8/16/22,333193751,Material_33,16.08.2022,28,0,2022,8,16,8/15/22
8/16/23,333193751,Material_33,16.08.2023,4,0,2023,8,16,8/14/23
8/16/24,333193751,Material_33,16.08.2024,3,78,2024,8,16,8/12/24
9/16/22,333193751,Material_33,16.09.2022,39,1,2022,9,16,9/12/22
9/16/23,333193751,Material_33,16.09.2023,0,95,2023,9,16,9/11/23
9/16/24,333193751,Material_33,16.09.2024,76,0,2024,9,16,9/16/24
10/16/23,333193751,Material_33,16.10.2023,5,0,2023,10,16,10/16/23
10/16/24,333193751,Material_33,16.10.2024,29,0,2024,10,16,10/14/24
11/16/22,333193751,Material_33,16.11.2022,0,2,2022,11,16,11/14/22
11/16/23,333193751,Material_33,16.11.2023,9,55,2023,11,16,11/13/23
11/16/24,333193751,Material_33,16.11.2024,0,15,2024,11,16,11/11/24
12/16/22,333193751,Material_33,16.12.2022,0,58,2022,12,16,12/12/22
12/16/23,333193751,Material_33,16.12.2023,0,13,2023,12,16,12/11/23
1/17/22,333193751,Material_33,17.01.2022,57,18,2022,1,17,1/17/22
1/17/23,333193751,Material_33,17.01.2023,7,4,2023,1,17,1/16/23
1/17/24,333193751,Material_33,17.01.2024,47,48,2024,1,17,1/15/24
2/17/22,333193751,Material_33,17.02.2022,2,102,2022,2,17,2/14/22
2/17/23,333193751,Material_33,17.02.2023,30,6,2023,2,17,2/13/23
2/17/24,333193751,Material_33,17.02.2024,11,0,2024,2,17,2/12/24
3/17/22,333193751,Material_33,17.03.2022,9,35,2022,3,17,3/14/22
3/17/23,333193751,Material_33,17.03.2023,64,14,2023,3,17,3/13/23
4/17/23,333193751,Material_33,17.04.2023,9,2,2023,4,17,4/17/23
4/17/24,333193751,Material_33,17.04.2024,53,132,2024,4,17,4/15/24
5/17/22,333193751,Material_33,17.05.2022,66,20,2022,5,17,5/16/22
5/17/23,333193751,Material_33,17.05.2023,42,0,2023,5,17,5/15/23
5/17/24,333193751,Material_33,17.05.2024,64,4,2024,5,17,5/13/24
6/17/23,333193751,Material_33,17.06.2023,2,25,2023,6,17,6/12/23
6/17/24,333193751,Material_33,17.06.2024,38,0,2024,6,17,6/17/24
7/17/22,333193751,Material_33,17.07.2022,60,105,2022,7,17,7/11/22
7/17/23,333193751,Material_33,17.07.2023,1,4,2023,7,17,7/17/23
7/17/24,333193751,Material_33,17.07.2024,26,20,2024,7,17,7/15/24
8/17/22,333193751,Material_33,17.08.2022,130,1,2022,8,17,8/15/22
8/17/23,333193751,Material_33,17.08.2023,2,0,2023,8,17,8/14/23
8/17/24,333193751,Material_33,17.08.2024,0,32,2024,8,17,8/12/24
9/17/22,333193751,Material_33,17.09.2022,0,75,2022,9,17,9/12/22
9/17/24,333193751,Material_33,17.09.2024,37,12,2024,9,17,9/16/24
10/17/23,333193751,Material_33,17.10.2023,60,68,2023,10,17,10/16/23
10/17/24,333193751,Material_33,17.10.2024,10,7,2024,10,17,10/14/24
11/17/22,333193751,Material_33,17.11.2022,24,31,2022,11,17,11/14/22
11/17/23,333193751,Material_33,17.11.2023,80,0,2023,11,17,11/13/23
11/17/24,333193751,Material_33,17.11.2024,0,32,2024,11,17,11/11/24
12/17/22,333193751,Material_33,17.12.2022,89,184,2022,12,17,12/12/22
12/17/23,333193751,Material_33,17.12.2023,0,24,2023,12,17,12/11/23
1/18/22,333193751,Material_33,18.01.2022,19,57,2022,1,18,1/17/22
1/18/23,333193751,Material_33,18.01.2023,65,7,2023,1,18,1/16/23
1/18/24,333193751,Material_33,18.01.2024,65,3,2024,1,18,1/15/24
2/18/22,333193751,Material_33,18.02.2022,63,2,2022,2,18,2/14/22
2/18/23,333193751,Material_33,18.02.2023,3,36,2023,2,18,2/13/23
3/18/22,333193751,Material_33,18.03.2022,87,17,2022,3,18,3/14/22
4/18/22,333193751,Material_33,18.04.2022,56,0,2022,4,18,4/18/22
4/18/23,333193751,Material_33,18.04.2023,2,10,2023,4,18,4/17/23
4/18/24,333193751,Material_33,18.04.2024,13,8,2024,4,18,4/15/24
5/18/22,333193751,Material_33,18.05.2022,10,56,2022,5,18,5/16/22
5/18/23,333193751,Material_33,18.05.2023,26,0,2023,5,18,5/15/23
5/18/24,333193751,Material_33,18.05.2024,4,31,2024,5,18,5/13/24
6/18/22,333193751,Material_33,18.06.2022,0,20,2022,6,18,6/13/22
6/18/24,333193751,Material_33,18.06.2024,53,0,2024,6,18,6/17/24
